sw,lw,pre,u10,vpd,lh,mean_2m_air_temperature,total_precipitation
243.412,269.775,86.372,1.072,5.85,31.5401,282.85888671875,0.0
245.152,267.074,86.586,1.461,7.64,27.361,283.4527282714844,1.862645149230957e-09
234.805,284.155,86.721,1.231,6.305,26.9288,283.23175048828125,4.6566128730773926e-08
179.855,307.494,86.575,1.094,4.892,30.5733,283.7057800292969,0.0007033236324787
136.041,322.602,86.791,1.47,4.462,26.5463,283.5445861816406,0.0020701810717582
200.913,305.626,86.897,1.869,5.767,26.3755,284.9917907714844,0.0091834440827369
138.42,321.927,86.499,2.986,4.324,30.1626,285.0289001464844,0.0103161633014678
111.199,340.987,86.036,1.76,3.287,26.4697,282.5003967285156,0.0546129792928695
149.056,318.836,85.916,0.95,4.084,26.3247,281.048095703125,0.0237596370279788
210.863,303.725,86.319,1.535,4.682,30.0158,280.2198486328125,0.0020286738872528
120.182,315.799,86.314,2.382,3.335,26.1893,279.453369140625,0.0095570422708988
183.528,288.799,85.573,1.346,3.437,25.8951,274.87548828125,0.0161160230636596
242.696,254.12,86.099,1.918,5.762,29.5613,274.5815124511719,0.0043828729540109
274.896,255.561,86.546,1.883,5.82,25.8374,277.0058288574219,0.0
49.474,321.973,86.027,2.171,3.37,25.5292,277.8780822753906,0.0102244857698678
170.184,301.884,86.068,1.212,3.512,29.1035,276.4701232910156,0.005890630185604
147.934,315.809,86.786,1.732,3.628,25.4695,279.02996826171875,0.0024765823036432
90.449,323.876,86.524,1.474,3.215,25.2596,277.4418029785156,0.0238984283059835
206.173,288.928,86.422,1.175,3.855,28.7898,276.7717590332031,0.0055789276957511
171.51,307.62,86.454,1.254,3.366,25.2026,277.7769775390625,0.0062302704900503
151.417,317.571,86.467,1.526,3.324,25.1053,277.4495544433594,0.0100840236991643
202.621,310.172,86.83,0.975,3.545,28.8069,277.4971008300781,0.0097555443644523
210.917,300.494,87.102,1.335,4.264,25.3434,277.7765808105469,0.0013925395905971
167.062,309.661,86.904,2.13,4.236,25.4547,279.68701171875,0.0036062113940715
167.375,312.783,86.501,1.683,3.827,29.4531,280.5725402832031,0.0104060154408216
104.285,309.647,85.912,1.133,3.376,26.1762,278.7223205566406,0.0099567919969558
230.763,290.225,86.537,2.16,4.206,26.469,276.4275207519531,0.0094941854476928
149.391,311.279,86.493,2.251,3.255,30.7982,275.7496032714844,0.0296865608543157
236.954,286.089,86.53,0.747,3.79,27.4662,274.7533264160156,0.0083525720983743
269.289,267.756,86.763,1.416,5.027,27.799,275.2353210449219,0.0020812526345252
305.979,253.224,87.131,1.396,6.516,32.3211,278.0897216796875,0.000274658203125
305.212,264.133,87.25,1.137,6.906,28.8031,279.91461181640625,0.0
282.826,282.281,87.179,1.037,6.41,28.9891,282.1163635253906,0.0
289.836,285.338,86.966,1.102,6.734,33.5948,284.5429992675781,0.0
306.419,291.499,86.926,1.188,7.986,29.5898,286.2510070800781,0.0
298.002,307.797,86.746,1.254,9.24,29.51,288.1659240722656,0.0
248.343,319.975,86.346,1.92,7.889,33.8145,288.7854919433594,0.0010286085307598
82.799,343.544,86.366,2.612,3.272,29.5749,283.8545227050781,0.0156284235417842
178.552,323.648,86.633,1.186,4.008,29.361,281.51483154296875,0.009522583335638
318.313,272.114,86.791,1.642,7.673,34.3155,281.9964904785156,0.0008186735212802
319.24,276.434,86.978,1.856,9.633,30.3274,285.1639099121094,0.0
320.743,285.323,86.924,1.535,10.024,30.425,287.3764953613281,0.0
320.394,294.439,86.726,1.462,9.875,34.8728,287.87860107421875,4.284083843231201e-08
298.981,308.739,86.629,1.378,9.174,29.5133,288.6969909667969,0.0001922287046909
278.752,305.151,86.447,1.505,7.111,27.904,289.5162353515625,0.001449592411518
154.474,321.16,86.3,2.271,3.859,23.9176,287.201171875,0.0053171338513493
82.733,341.225,86.26,1.383,1.588,23.5936,283.4808044433594,0.0315873399376869
117.101,326.187,86.532,1.008,1.7,36.1968,284.1025695800781,0.0140595808625221
110.217,325.491,86.401,1.196,1.802,40.055,282.8318786621094,0.0108108576387166
156.095,336.965,86.157,1.533,1.619,44.9998,282.6193542480469,0.0109620187431573
102.359,344.101,86.532,1.065,1.701,31.8482,282.1811218261719,0.010907607153058
156.827,342.253,86.559,1.208,1.834,39.2258,283.5228576660156,0.0009830072522163
97.167,346.252,86.463,1.841,1.508,20.8483,283.9920654296875,0.0030207391828298
165.983,306.757,86.353,2.155,1.873,46.2883,282.1195373535156,0.0077149849385023
165.627,303.791,86.593,0.962,2.229,47.3482,279.8463134765625,0.003211872652173
122.906,314.156,86.086,1.634,1.38,22.9088,280.6547546386719,0.0027359407395124
114.268,329.01,85.437,1.18,1.86,33.6441,278.0508728027344,0.0142036862671375
138.944,321.601,86.022,1.526,1.508,38.4562,278.0421142578125,0.0119903404265642
80.481,319.601,86.724,1.568,1.324,21.8365,280.7738647460937,0.0038816351443529
235.886,296.347,86.757,1.246,2.408,63.3897,282.0320129394531,0.0008171461522579
80.951,320.587,86.419,2.175,1.829,25.0813,280.6274719238281,0.0039832256734371
264.332,270.699,86.839,1.397,2.988,87.3642,279.7044677734375,0.0070757567882537
358.161,263.623,86.609,1.705,3.609,120.717,283.8716125488281,2.4477019906044006e-05
341.034,276.846,86.575,1.742,3.499,105.699,284.4985046386719,1.7862766981124878e-06
364.943,290.813,86.62,1.544,3.578,114.545,283.5300598144531,0.0002295821905136
237.025,296.364,86.801,1.217,3.78,76.6099,282.4034118652344,0.0023321341723203
326.67,291.423,86.705,1.527,4.431,95.793,283.5097045898437,0.0004460047930479
182.575,316.617,86.71,1.357,3.712,67.1673,285.69342041015625,0.0007479842752218
345.521,314.644,86.704,2.29,3.833,90.1126,285.1358337402344,4.388578236103058e-05
166.459,324.497,86.28,2.801,2.102,51.4646,284.0161437988281,0.020408121868968
126.666,308.248,86.15,2.186,1.83,29.0078,279.6515808105469,0.0064119417220354
169.314,314.273,86.492,1.797,2.868,67.0668,279.1155090332031,0.0106543153524398
77.98,329.672,86.422,2.333,2.825,32.5517,281.9471740722656,0.0259908679872751
211.16,304.974,86.831,2.288,2.12,51.4156,279.0883178710937,0.0111163156107068
371.392,279.196,86.701,1.65,4.601,126.85,282.3653259277344,0.0011225622147321
347.294,302.954,86.854,1.42,4.962,118.634,287.6011047363281,0.0002853833138942
354.336,321.455,86.82,1.34,4.225,128.82,288.62615966796875,0.0040245279669761
293.461,335.803,86.584,1.95,2.972,79.2612,287.2055358886719,0.002775028347969
89.01,346.113,86.474,1.219,1.303,13.1506,284.80645751953125,0.0029677562415599
291.29,320.36,86.698,1.361,2.558,67.2561,284.8999938964844,0.0009468700736761
306.281,325.259,86.709,1.41,3.611,81.0176,286.46319580078125,7.877685129642487e-05
215.119,342.563,86.387,1.752,3.671,63.556,288.1504821777344,0.0100083015859127
76.942,352.334,86.464,1.3,1.35,9.95562,284.91082763671875,0.0137889049947261
151.038,342.871,86.47,1.094,1.683,34.473,286.2308654785156,0.0042148642241954
300.983,326.142,86.573,1.569,3.884,88.9521,287.1722717285156,0.0018971599638462
73.631,360.652,86.326,1.381,2.254,13.7614,287.3800354003906,0.0034227930009365
118.686,352.446,86.194,0.734,3.663,31.9793,285.42138671875,0.0093178823590278
195.217,343.754,86.489,1.543,1.934,44.9167,286.2501220703125,0.0030900938436388
266.248,341.707,87.136,1.37,3.036,73.3455,287.8981628417969,0.0015191324055194
355.702,318.981,87.162,1.587,5.7,108.001,290.4377136230469,4.983879625797272e-05
360.34,322.698,86.745,1.692,11.208,128.015,292.9696960449219,0.0
379.568,288.677,86.171,1.707,11.57,129.832,292.5563049316406,1.862645149230957e-09
377.636,288.826,86.63,1.832,10.744,119.653,290.5318603515625,4.284083843231201e-08
376.287,305.798,86.87,1.859,8.948,112.513,290.9289245605469,0.0
378.227,298.587,86.64,2.225,10.933,113.304,292.2211608886719,1.862645149230957e-09
375.011,298.846,86.535,1.617,9.211,106.862,290.16845703125,4.284083843231201e-08
369.479,313.223,86.631,1.57,7.012,105.254,289.82684326171875,0.0004860088229179
339.124,301.422,86.716,1.626,9.084,100.223,289.5546264648437,0.0
368.959,307.712,86.52,1.639,9.255,108.723,288.5646057128906,0.0005304105579853
371.513,308.317,86.465,2.158,6.629,102.746,288.77587890625,0.0
258.86,309.909,86.529,2.912,4.812,66.8465,288.8992614746094,0.0004403069615364
376.278,286.304,86.775,1.895,8.43,102.139,288.4396057128906,0.0
376.419,303.912,86.742,1.726,11.2,113.533,291.0788269042969,0.0
375.573,300.536,86.804,1.96,10.912,109.138,292.2260437011719,0.0
374.796,291.567,86.877,1.793,11.733,121.669,291.7248229980469,1.862645149230957e-09
375.088,290.216,86.92,1.694,10.477,120.051,291.0293273925781,4.0978193283081055e-08
374.978,297.173,86.73,1.604,11.359,115.818,290.8034362792969,0.0
371.881,299.354,86.45,1.621,8.417,115.285,290.25799560546875,1.862645149230957e-09
370.804,308.181,86.477,1.684,9.73,113.343,290.6658630371094,4.284083843231201e-08
363.702,309.839,86.562,1.443,9.019,115.936,292.1589050292969,4.386529326438904e-06
361.86,317.698,86.77,1.438,9.992,120.646,293.4394836425781,1.2852251529693604e-05
361.683,327.984,87.068,1.514,11.058,124.088,294.8532409667969,0.0009682681411504
363.186,325.339,87.127,1.252,12.593,129.701,295.8966369628906,1.3636425137519836e-05
364.497,318.195,86.92,1.579,13.609,129.288,295.69384765625,0.0
358.835,313.298,86.7,1.602,12.109,132.427,294.5706481933594,1.7862766981124878e-05
361.624,301.013,86.81,1.886,10.517,112.417,292.49761962890625,3.812834620475769e-06
367.403,301.576,87.033,1.329,11.066,136.566,291.6105041503906,1.862645149230957e-09
367.569,319.149,86.983,1.205,14.178,142.953,294.6887512207031,4.4703483581542975e-08
366.051,320.267,86.894,1.612,12.662,133.979,296.38592529296875,4.284083843231201e-08
366.259,311.891,86.974,1.347,14.649,136.74,295.20123291015625,0.0
365.998,315.371,87.007,1.55,20.243,120.973,297.1911926269531,0.0
359.67,332.384,86.944,1.208,21.187,112.618,298.8862609863281,1.862645149230957e-09
357.766,336.576,86.926,1.369,21.537,17.3114,299.9795227050781,4.4703483581542975e-08
357.739,341.403,86.848,1.146,19.121,106.163,300.1296081542969,4.284083843231201e-08
355.09,344.574,86.85,1.428,19.16,146.812,300.6468200683594,0.0
355.615,338.873,86.902,1.505,16.802,152.41,299.4797058105469,0.0
337.914,345.672,86.897,1.203,14.733,135.026,296.7740783691406,0.0
178.104,361.073,86.82,0.98,10.422,65.3465,295.46099853515625,0.0001624915748834
307.554,355.851,86.818,1.276,11.014,136.068,294.9784851074219,6.09084963798523e-07
332.412,341.861,86.937,1.347,10.743,133.701,295.0105285644531,0.0008852090686559
347.525,338.951,87.103,1.204,13.062,138.45,296.6851501464844,7.37607479095459e-07
292.016,351.039,87.258,1.456,18.158,120.727,298.3846435546875,0.0007373038679361
348.227,338.84,87.148,1.404,18.791,162.113,299.3686218261719,9.851530194282532e-05
345.19,323.23,86.897,1.222,17.229,135.323,298.6136169433594,0.0
342.427,309.024,86.719,1.92,11.839,116.313,295.34423828125,9.538605809211733e-06
342.232,307.224,86.604,1.72,8.87,128.292,291.9001159667969,0.0001942627131938
339.051,314.617,86.928,1.336,12.182,138.062,290.89630126953125,0.0001545473933219
342.251,334.229,87.188,1.247,13.627,156.848,294.6770324707031,4.284083843231201e-08
342.374,341.51,87.318,1.363,20.886,166.01,297.8969116210937,1.862645149230957e-09
339.625,344.689,87.18,1.362,24.383,155.832,299.8412780761719,4.4703483581542975e-08
337.077,357.791,87.149,1.315,28.508,177.482,301.4619445800781,4.284083843231201e-08
334.037,363.364,87.2,1.76,23.46,169.155,301.9231872558594,0.0
331.77,349.449,87.004,1.666,20.825,133.459,301.06719970703125,0.0
337.67,316.285,86.749,1.826,21.537,109.859,299.1944885253906,0.0
327.502,297.438,86.84,1.636,19.453,127.778,295.8247985839844,4.284083843231201e-08
331.294,305.105,87.071,1.4,17.084,110.624,295.0110168457031,1.862645149230957e-09
330.039,320.531,87.112,1.337,18.188,112.453,296.2845764160156,4.4703483581542975e-08
325.017,336.379,87.168,1.066,20.258,132.857,297.9405822753906,4.284083843231201e-08
321.297,353.287,87.266,1.016,19.835,134.857,298.9695129394531,0.0
302.615,366.034,87.329,1.203,16.306,129.162,299.9252319335937,0.0006480310112237
309.709,368.992,87.068,1.054,13.807,111.929,300.5359191894531,0.0007945243269205
318.366,339.933,86.718,1.476,13.112,108.093,298.8457336425781,4.284083843231201e-08
318.16,318.56,86.589,1.426,12.818,110.815,296.6883850097656,0.0
317.445,306.456,86.634,1.373,12.024,119.536,293.6867980957031,0.0
313.028,297.748,86.757,1.516,7.962,104.346,290.7422790527344,4.4703483581542975e-08
307.002,297.5,86.788,1.493,7.606,93.9731,290.6152038574219,4.284083843231201e-08
304.247,292.657,86.892,1.471,7.407,89.1692,290.5699157714844,0.0
307.299,294.551,86.977,1.215,9.233,102.083,290.8857727050781,1.862645149230957e-09
306.775,301.817,86.944,1.348,12.143,108.697,292.37652587890625,4.284083843231201e-08
305.926,302.239,86.727,1.119,14.388,105.311,294.2479553222656,1.862645149230957e-09
304.22,303.868,86.526,1.396,15.05,111.068,294.5598449707031,4.284083843231201e-08
296.094,298.237,86.571,1.614,11.855,99.53,294.37860107421875,0.0
294.738,290.034,86.708,1.408,12.472,93.9156,292.6039123535156,0.0
296.308,309.646,86.963,1.128,16.421,109.49,294.19586181640625,1.862645149230957e-09
260.547,327.428,87.137,1.012,18.075,93.962,296.0983581542969,4.284083843231201e-08
291.812,334.227,87.078,1.263,21.343,103.145,297.50341796875,1.862645149230957e-09
291.7,337.247,86.888,1.421,22.593,103.672,298.6983947753906,4.284083843231201e-08
287.628,336.912,86.705,1.745,23.134,95.3475,298.91033935546875,0.0
279.297,341.458,86.586,1.266,25.143,91.874,299.7349548339844,0.0
276.706,342.132,86.396,1.603,26.206,90.168,300.1432800292969,0.0
247.07,360.276,86.405,1.19,18.57,86.5225,299.1054992675781,0.0014536958187818
246.567,374.104,86.511,1.333,14.293,81.9113,298.2369384765625,0.0007362067699432
194.166,373.789,86.682,1.011,5.208,70.9127,294.8741149902344,0.0068721212446689
265.7,368.018,86.707,1.279,8.431,114.228,295.3466491699219,0.0083620939403772
265.423,362.574,86.592,1.281,12.437,106.489,296.7337341308594,4.7575682401657104e-05
170.399,350.532,86.2,1.324,8.602,60.0974,296.1752624511719,0.0011461544781923
197.76,332.706,86.078,1.779,3.812,51.8998,290.5077819824219,0.0101550761610269
268.722,306.431,86.426,1.36,7.505,89.457,287.3841857910156,0.0002541411668062
237.503,318.205,86.37,1.366,9.846,78.8377,290.98345947265625,0.0003296043723821
264.563,342.673,86.493,1.053,11.667,83.6715,293.3892517089844,2.099946141242981e-05
264.579,348.17,86.494,1.308,13.857,90.7735,295.2558898925781,4.284083843231201e-08
260.745,348.514,86.541,1.233,15.587,87.4709,295.1778259277344,4.1387975215911865e-06
237.79,338.736,86.643,1.26,13.278,72.9143,295.46893310546875,4.284083843231201e-08
254.101,323.71,86.665,1.234,13.719,79.8674,294.0249328613281,0.0
257.207,299.618,86.654,1.536,10.063,78.4012,293.3446044921875,0.0
256.385,281.239,86.804,1.467,8.31,73.611,289.5771484375,0.0
249.138,294.936,86.357,1.214,9.518,50.003,289.5826416015625,8.7544322013855e-08
246.775,298.933,86.143,1.419,8.058,24.2606,290.0180969238281,4.284083843231201e-08
246.599,299.095,86.309,1.382,6.998,72.519,288.7911682128906,0.0001274663954973
206.861,302.471,86.503,1.212,4.05,57.075,288.5614929199219,0.0008466579020023
148.838,314.506,86.598,0.917,2.672,33.3899,287.637939453125,0.0024177879095077
71.151,311.523,86.489,0.735,1.911,15.0024,287.3316345214844,0.0028184782713651
129.866,310.459,86.347,1.619,2.706,35.0493,286.9440612792969,0.001005383208394
60.779,330.978,86.074,1.824,2.168,9.94225,285.2132873535156,0.008025960996747
85.298,320.498,86.544,0.785,1.77,18.8411,283.0375061035156,0.0082934387028217
222.223,299.477,86.595,1.198,3.417,76.6366,285.2356262207031,0.0011674351990222
197.547,300.689,86.438,1.154,4.221,54.1692,287.1570129394531,0.001128202304244
218.213,306.072,86.54,1.323,5.039,52.0983,286.7879333496094,7.80448317527771e-06
215.573,301.707,86.62,1.766,5.304,53.2255,287.566162109375,0.0
196.824,288.559,86.438,2.206,2.894,45.7536,286.159423828125,2.738088369369507e-06
179.643,271.926,86.512,1.23,2.996,38.5746,284.2516784667969,0.0003079306334257
215.736,271.9,86.807,1.515,5.908,65.5416,283.78936767578125,0.0
217.541,280.171,86.92,1.612,9.511,38.3893,288.4321594238281,0.0
199.215,291.219,86.85,1.139,9.344,51.9233,288.6585693359375,0.0
204.402,282.831,86.74,1.785,9.835,27.4255,287.51434326171875,0.0
207.467,294.335,86.983,1.243,5.29,53.5493,286.5493469238281,0.0
204.745,267.357,86.798,1.41,4.153,42.7133,284.2630615234375,6.865710020065308e-06
201.613,257.431,86.655,1.196,5.261,36.6062,284.54156494140625,0.0
198.769,270.944,86.669,1.271,8.094,40.8525,284.5757751464844,0.0
155.047,297.876,86.801,1.408,9.155,45.6282,285.96258544921875,0.0
186.093,291.8,86.792,1.238,4.521,35.4059,286.9548034667969,8.772686123847961e-05
159.775,270.879,86.324,1.218,3.619,35.9983,284.8968811035156,1.862645149230957e-09
190.85,261.787,86.175,1.286,4.47,33.6718,283.9463806152344,4.284083843231201e-08
191.822,251.313,86.628,1.995,7.366,42.2267,283.957275390625,0.0
188.468,259.785,86.944,1.078,7.708,12.0142,284.7537536621094,0.0
180.869,270.821,86.728,1.278,10.03,54.4419,283.9314880371094,4.4703483581542975e-08
182.734,278.333,86.747,1.485,12.939,47.1318,288.24853515625,4.284083843231201e-08
181.922,282.613,86.812,1.512,12.292,30.502,290.41973876953125,0.0
175.601,297.276,86.793,1.517,12.714,27.1454,290.1632995605469,0.0004988759756088
169.387,284.395,87.177,1.392,10.39,46.7696,288.0379333496094,1.360476016998291e-05
164.8,289.45,87.122,1.649,10.964,66.5212,287.1454162597656,0.0
26.336,337.623,86.616,2.537,4.428,28.6951,285.1879577636719,0.0123568810522556
144.966,294.0,86.65,1.077,3.245,22.4577,282.0369567871094,0.0009926315397024
171.264,283.838,86.482,1.517,7.824,47.6635,285.1910095214844,0.0
147.604,304.52,86.622,1.328,4.395,31.4236,284.3153381347656,1.862645149230957e-09
66.428,332.477,86.674,1.306,2.464,38.9706,283.7508544921875,0.0019474327564239
89.336,297.834,86.205,1.121,1.922,13.2177,283.2064514160156,0.0052643548697233
166.503,251.483,86.453,1.497,6.097,27.8882,281.7238464355469,5.841907113790512e-05
126.223,286.777,86.879,1.41,6.767,23.4917,282.2343444824219,0.0001166593283414
140.971,281.958,86.858,0.996,5.358,21.09,282.7931823730469,0.0045517664402723
146.804,264.412,86.682,1.017,5.862,15.7923,280.1048278808594,4.4703483581542975e-08
124.937,281.479,86.893,0.849,5.515,25.2256,281.38482666015625,0.0001086350530385
137.15,276.864,86.89,1.023,5.195,17.3338,280.8306579589844,1.8486753106117249e-06
138.459,264.533,86.831,1.508,5.05,17.8882,281.2021789550781,0.0017743483185768
97.121,295.12,86.754,1.16,4.19,24.777,277.3080749511719,0.0042450325563549
5.06,335.603,86.516,3.679,3.133,15.0819,278.1878967285156,0.027211919426918
96.932,295.116,86.683,0.793,3.782,13.4255,278.6117553710937,0.0089083155617117
150.305,248.861,86.878,0.974,4.907,19.5232,275.5769348144531,0.001023918390274
19.688,322.417,86.849,2.053,4.789,13.4451,277.1153869628906,0.0021268855780363
122.543,285.526,86.906,1.187,4.544,14.3351,278.8741149902344,0.0173571985214948
138.947,262.6,87.312,1.435,5.47,20.9055,278.9248962402344,2.04332172870636e-06
129.202,280.185,87.294,1.06,6.066,14.2371,280.35260009765625,1.862645149230957e-09
137.506,269.716,86.947,1.355,5.556,15.0009,280.72802734375,4.284083843231201e-08
86.961,298.057,86.883,0.863,4.695,21.6173,279.9647521972656,2.178456634283065e-05
84.655,300.733,86.458,1.349,4.99,14.6898,279.104736328125,1.2861564755439758e-06
50.854,318.12,86.646,2.164,3.299,15.4323,280.27294921875,0.0236792061477899
129.051,261.29,87.133,1.306,4.416,22.0927,278.3740234375,0.0002768551930785
131.825,252.889,87.294,1.252,5.359,14.8365,278.3156433105469,0.0
117.968,272.541,87.299,0.848,5.678,15.5876,278.7103576660156,0.0
68.901,314.564,87.001,2.317,4.864,21.8893,281.3012390136719,9.16607677936554e-06
69.691,327.013,86.877,1.271,4.006,14.5562,281.7711486816406,0.0219932198524475
